"PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","PC11","PC12","PC13","PC14","PC15","PC16","PC17","PC18","PC19","PC20","PC21","PC22","PC23","PC24","PC25","group"
-6.44490934689696,-2.97327652759954,1.69473101018256,2.0853901650873,-3.70647686994362,0.111473807445433,-0.0556799288951162,1.96604807133715,0.717581517123843,0.186180157979525,-0.589931266447795,-2.51539712174591,1.75634443272241,0.335802167248586,-0.0808163349037879,-1.01699611301941,-0.717287353362305,0.747417045178482,0.640011168020922,-0.149882900195796,1.73279556344844,0.526646368239884,1.8505852256631,2.38390974734804,-5.13463372588904e-15,"T1"
-5.19968167980468,-2.63504616678852,0.0782938889377549,2.18235415110266,-3.60858771777584,0.716758230813325,-1.33424511914027,3.07891382476619,2.36247990204418,-1.5714957683419,-4.61080318503386,-0.98378495844166,-1.11022833147137,-1.39221982592236,-1.50698213245061,0.641300412594331,-1.84338872381161,1.4019649561231,0.278152586441077,-0.360626281982856,-0.267108882529059,-1.22147474417517,0.417271866630258,-1.83129937129758,-4.99166759579185e-15,"T1"
3.71267008902316,-7.89670305993135,1.47830403188809,0.367171927249019,-3.99509085013418,-0.735696737314057,-3.02883355129534,4.42961596193645,-3.88104418248868,-1.69877530633976,-0.743035699315548,3.93555808071611,0.364965908404216,0.270761207710618,2.97595753148427,0.553599765910104,0.455114868631043,0.30907568685322,-1.16227544947175,0.527035931073561,-0.819568794327785,0.499855645842559,-0.628086496383064,0.405439875815474,-5.37619317155718e-15,"T1"
-5.29189086272057,-1.66448833215455,0.213749135210549,6.44411940473158,-2.85559880747656,-2.37660941479797,1.27088478369429,1.49583434587474,1.12932787562595,0.96013493111894,3.06063833769431,-3.2086984666243,2.60670028536972,0.393215108708726,1.23199069337199,0.064335565651303,-0.00384292376324182,-2.58502145743484,0.832785761851726,0.985341142801568,-0.936254695031437,0.613888415274221,-1.09294017486759,-1.08685704087455,-5.06445662492417e-15,"T1"
3.08778866257114,-0.978841049652513,5.41485280288737,1.84218733306948,-1.54901004675601,0.000145292282505916,0.894038831734268,-0.213422444749725,-0.62615152462344,1.1076808438026,1.58005172780288,1.82055617102452,-0.486289040795062,1.72810628410829,-0.944562695426559,-1.60854053169472,1.07651126605276,-2.46324598748263,-2.16639327599556,-1.77193672475034,1.15086300864965,-1.66075436005488,1.60407546905486,-0.839613479269162,-5.97787112024536e-15,"T2"
4.47721529277263,-0.725287157794001,8.5676262433575,1.45086720375909,-1.18063651731151,3.47309528272363,1.28509832723678,-2.25282667948682,-0.0311880075688713,1.09538560042857,-0.843996954853859,1.11084522276524,-0.172289116839713,2.07894857890762,-1.64148658582232,-3.37412381457284,-0.141945403460927,1.42968528268668,2.16189114153371,0.901967258041439,-1.75654711141035,0.253114561994266,-0.924297520005928,0.11670155200064,-5.97197257075396e-15,"T2"
1.80566822426529,-0.36233922445419,7.82809990121519,3.02959521323862,-0.817868846606376,1.75598970102422,1.67200790166181,-2.32151793515343,-0.696320498990211,0.204189625811836,2.7394878131754,1.94652435986045,-1.7545762478711,-3.13864762158302,-0.538592057258005,3.37518778543058,-0.991730054138662,0.0508489188585823,1.41447923025863,0.851307435627703,1.94328381549151,0.0557316514614939,-0.201964636164374,0.114688593221135,-5.00694206286088e-15,"T2"
18.4745195464587,-4.52387003134508,-4.32969423712904,0.176458911591158,-2.10339323645006,-2.57689545432305,5.43539534138859,-2.85047357632808,0.435520262688699,2.13674251465964,-2.58106086209115,-1.84933058352356,0.179825115445479,-0.117869070469734,0.553845514020916,1.25736824535797,0.106782636519792,0.530742788480754,-0.629330875928912,-0.478729876728987,-0.280456652923502,0.636798181044319,0.370784982024055,-0.0223345222009004,-4.28410918580391e-15,"T2"
6.43295514712289,4.77552083219255,6.07115610178155,-3.14115783961274,0.950631432388402,-2.77105222906299,-4.97738223956289,2.67017193021834,-0.672393453898849,3.21381966392487,1.7087733728391,-2.57705602371416,0.247236966858964,-2.98100599871396,-0.391943802273277,-0.820063967265767,0.279644786672387,1.34998659903292,-0.675078626610938,-1.87150854056063,-0.513314866271581,0.301686142900948,-0.591652720860109,-0.0133349602854063,-5.46058861378354e-15,"T3"
-5.10536744998326,7.93940383218209,-3.61030650428358,-8.36813613918835,-7.47044057872056,-0.249382559999181,2.91072900903624,-0.363566617780746,-0.800199947379881,1.10114685206677,0.152540849475241,1.42227328622801,1.91265950721053,-0.850669761974671,-1.09533714428746,-0.625438634214033,0.356477205510749,0.252278201933774,-1.07594813968722,1.66366448993879,0.823941926719133,-0.176004631668016,-0.614538493729594,-0.239130174809544,-3.46999211522749e-15,"T3"
-4.22810366308769,7.50801543182629,4.10708423922118,-3.5096850948687,-2.53461863785578,0.0917685852515487,-0.975703908473624,-2.18628166548231,1.10942974156705,-1.61844173116374,-2.43787342691973,-0.562174089033154,-2.51304110203959,2.21305133998956,2.61026472174728,1.28161754267991,0.497464021701245,-1.4500815265286,1.15962519328151,-2.05114779189685,0.146304943719833,1.57735666962165,-0.141220351783437,-0.115344498374945,-4.6127615100318e-15,"T3"
4.07199160492917,2.55891176908089,3.65074832399203,-4.36669925240368,4.10773350846463,4.30405653882717,-0.270542815883868,0.307467238768401,-1.6221417206482,-1.04589433122117,-1.80480649114847,-2.45153527532977,1.35275640984441,-1.1202502695816,2.00465864194954,0.592301302140576,0.0879862729838294,-1.91852647200954,0.153583382581104,2.19251630489597,-1.22181519956057,-1.62141168788536,1.08697179853973,0.240075444611393,-2.09263478917918e-15,"T3"
2.98923395227949,5.19819385601818,-2.91495094863229,4.54551455745805,-0.183440409095653,4.39519245696678,-0.0126971820898021,-1.98176876659927,3.05939986280434,-4.62821799739188,1.31718879050173,1.1173608420737,3.65746419327957,-1.07554471124278,-0.11910457266175,0.526376078582891,0.770769280454713,0.971440996236998,-1.26298404748741,-1.85268866160716,-1.06144524309783,-0.137447686640631,-0.314061393936683,0.462741880584135,-4.62621127090057e-15,"T4"
-0.791062749228188,3.44890350140653,-0.40324611162542,4.60310711484683,2.41481492036363,-4.87091334449122,-4.68669015541272,-4.30051806480587,-3.18103646138924,-1.46497545397834,-2.65707846946923,0.356549346768608,1.10264586263014,0.104642481396312,-2.63724488783927,0.160688052295218,0.867689512018043,-0.481157250677468,-0.732268154784164,1.6987445885384,0.311136785430473,1.15517794717232,0.58744762215142,-0.200425573722089,-4.94051257055933e-15,"T4"
-0.278621901286874,8.86782020253264,-8.59782668173688,4.8701412777638,-0.281583129817956,-0.685921113289173,1.51895938123961,2.1622085176598,-4.89015848300093,1.1433837364183,1.35203413152083,0.673645709283305,-2.55583802885238,0.346468828675155,0.166415164634364,0.0454401941180074,-0.955135831174273,0.419655818864062,1.67163643316387,-0.638773449394665,-1.51273775935085,-0.902670487218443,0.771939352828195,0.435081303542415,-4.75844597837836e-15,"T4"
6.21847665555114,3.95143621025504,-1.82884703302693,1.27309293999302,4.8292112855949,2.92399294387824,0.43479158642921,5.814228210891,0.0823388190790522,0.547472942222704,-0.82706573281763,-0.411555309950938,0.903940787584586,3.07846935567262,-0.734785769114871,0.906593798414615,0.772068644209309,0.713671559330944,0.15546124036757,0.509661101494247,2.81804392826381,0.358992135827462,-1.08315519756847,-0.416442622019619,-4.31755002040386e-15,"T4"
-2.55554309503573,-6.54365288358355,-4.93976202069594,-3.10367987665363,1.93016435282633,1.16831544822944,-0.377682909310057,-3.59211064383485,-4.43708088311702,-2.15240599612406,1.19056521109149,-1.21077735241625,1.11955575103182,-0.877579912784137,1.52570687614278,-2.08489082791348,0.101793457562167,0.962061866567005,1.85189044293576,-1.32378126214373,1.83836086935574,-0.146151053634742,-0.194106219007793,-1.09668299462616,-3.91298415716143e-15,"T5"
-2.83755199895749,-0.483422418410691,-1.1299439021017,-0.839301131648907,3.16960707022416,3.06843008827947,2.06912170100793,1.11027499010094,0.681540326083533,-0.721936096333689,2.04181753669953,-0.1830324233256,-2.53599411787259,-0.68408422536823,0.308168919158819,-1.44839493318573,-1.73923032001399,0.458026418499091,-2.59745623656019,0.969878050504387,-0.584823027193277,2.66677997668742,1.17421731980421,-0.702084661128738,-5.57831494169756e-15,"T5"
-6.18830484518377,0.473697173189242,2.32396912296585,0.927814156157971,2.75188212078964,-3.10960398287585,0.534661327027117,-3.41284346958104,0.290246019981819,0.486503724096306,0.273274641673022,-0.846402517632945,-0.493075636643112,2.192125164454,1.970047905637,0.35676395325439,-2.81828835459282,1.71552601616793,-2.53221366217582,0.316866957929944,0.264696695756208,-1.69977041976783,-1.32482085021558,0.554557780424433,-5.98841116131177e-15,"T5"
-5.25257752013353,0.0268204656765089,1.66192854068164,-1.95886962364794,6.53954992415218,-5.12307336739743,4.00193872873584,1.99181278716179,2.49073371495904,0.857007631590727,-1.66791860261673,4.01071855175458,2.490061703471,-1.37714510797264,0.597737181453071,-0.558010710972774,-0.539411303131776,-0.480350892013025,1.50363906988166,-0.841383002630277,-0.37159140717399,0.244204739619061,0.399477866835272,0.0150763178882608,-4.60360289666508e-15,"T5"
10.5523732397832,-1.022955439098,-5.97407548407957,-3.48711992235045,-0.709892926521214,-2.10574052111269,-4.80042934729855,-0.265189210384839,4.78751384907677,-1.87850789787417,2.2001744226937,1.10360850117739,-1.23410510072693,0.655886769173961,-0.536880419062437,-1.01192974006212,-2.39745248445195,-1.6023157731346,1.33581177020502,0.888291488077446,0.459875864505944,-0.429841607226578,-0.035177728822663,0.384360026507845,-4.77348571961594e-15,"T5"
-4.81056025127711,-2.14834277372118,-5.7329928921843,3.54305828378465,1.1842478960681,3.10700702611175,-1.17302367161372,-1.20668117144015,2.02131749238469,3.45309242394393,-2.67133005947502,0.562266372508883,-2.59517283600992,-2.5939483062039,0.714360708733018,-1.60675740841355,1.89760998886234,-1.63044974132485,-0.737631848590581,0.0656953868369331,0.606635711170525,-0.274998970243579,-1.37927260937945,0.83957919219885,-4.14511899710566e-15,"T6"
-2.27731251959829,-2.21111132216956,0.997430774560674,-1.59631022625261,0.915485512177347,-4.07049913465257,2.4759740026852,1.36686692609506,1.91608710766613,-3.99173885008763,1.84409108615718,-1.46261259430271,-3.15717519108258,0.0547089742240414,-0.595333106966821,-0.00184714170803149,4.12875659565843,1.43034009102681,0.225372233307593,0.972274905022644,-0.435693832451629,-0.784289646489963,0.00742240294706377,0.293443362436286,-4.5017809286301e-15,"T6"
-4.92961241920877,-6.84484902719393,-1.29563134287781,-4.80749485475942,1.58536387349382,1.44837904703363,0.979351217283763,0.659533317194771,-2.51276259388066,-0.555242043714009,0.200900665608614,-0.918548839624022,-0.0875905329797799,0.860039462766861,-4.19389102211837,1.95189902178534,-0.865393179653651,-1.85228806180001,-0.410661483301416,-1.54204339127439,-1.31521557989772,0.213453395683212,-1.0402554610748,0.836085882597962,-5.26514746450898e-15,"T6"
-5.63179211235397,-3.73453786046331,-3.3306969585085,-2.1624186784468,0.617946677922208,2.11078341044906,-3.79004131018471,-2.10577587637748,2.26696126590087,4.83489082450562,1.77336216325598,1.12099911150419,1.00121835933129,1.89673908878068,0.357806671852499,2.44352210480722,1.61443739471839,1.72071491656524,0.597902146763822,0.339256842382639,-1.0193660612917,-0.0488705363636285,1.29535594732135,-0.518191060568173,-4.3605545231163e-15,"T6"
